,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,"0,CANTO ONE",0.0,0,0,0,11,2,  canto one,-0.12396940448807517,0.0,-0.07509904613458272,0.0,0.11109348087563896,0.0,0.07959597555326589,0.0,-0.049942921553530216,0.0,-0.03890500585757051,0.0,-0.20115638593652793,0.0,-0.13816340237309674,0.0,,,,,,,,,,,,,,,,,
1,2,"1,""I was the shadow of the waxwing slain By the false azure in the windowpane; I was the smudge of ashen fluff and I Lived on, flew on, in the reflected sky.""",-1.35,-2,-1,0,158,32,   i was the shadow of the waxwing slain by the false azure in the windowpane  i was the smudge of ashen fluff and i lived on  flew on  in the reflected sky  ,-1.2810554773327507,-1.173913043478261,-0.6145752763924339,-0.8122707392284088,-1.2935800230773555,-1.0,-0.604426309654977,-1.329156151190787,-0.42723324539083185,-0.5,-0.2074887858138383,-0.42214912280701755,-0.20115638593652793,0.0,-0.13816340237309674,0.0,,,,,,,,,,,,,,,,,
2,3,"2,""And from the inside, too, I d duplicate Myself, my lamp, an apple on a plate: Uncurtaining the night, I d let dark glass Hang all the furniture above the grass, And how delightful when a fall of snow Covered my glimpse of lawn and reached up so As to make chair and bed exactly stand Upon that snow, out in that crystal land!""",0.25,-2,4,2,329,64,   and from the inside  too  i d duplicate myself  my lamp  an apple on a plate  uncurtaining the night  i d let dark glass hang all the furniture above the grass  and how delightful when a fall of snow covered my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow  out in that crystal land  ,0.09030579418686474,0.2173913043478261,-0.025147543332929845,0.07521025363226007,-1.2935800230773555,-1.0,-0.2624151670508556,-0.6645780755953935,1.4592183737956763,2.0,0.2982625540549651,0.8442982456140351,1.0559130499474496,2.0,0.17292217062126378,0.625,,,,,,,,,,,,,,,,,
3,4,"3,""Retake the falling snow: each drifting flake Shapeless and slow, unsteady and opaque, A dull dark white against the day s pale white And abstract larches in the neutral light.""",-3.35,-7,-3,-3,179,30,   retake the falling snow  each drifting flake shapeless and slow  unsteady and opaque  a dull dark white against the day s pale white and abstract larches in the neutral light  ,-2.99525706673227,-2.91304347826087,-1.5030460062244997,-2.1500104505008744,-4.805263782959841,-3.5,-2.474087222557508,-4.9621829644456055,-1.1818138930654354,-1.5,-0.5783731017176276,-1.3508771929824563,-2.086760539762494,-3.0,-1.1336372359550504,-2.0,,,,,,,,,,,,,,,,,
4,5,"4,""And then the gradual and dual blue As night unites the viewer and the view, And in the morning, diamonds of frost""",-0.25,-1,0,0,117,22,   and then the gradual and dual blue as night unites the viewer and the view  and in the morning  diamonds of frost ,-0.3382446031630151,-0.2173913043478261,-0.2204125088303002,-0.2187934651120293,-0.5912432711008582,-0.5,-0.4178747773254562,-0.9666590190478451,-0.049942921553530216,0.0,-0.03890500585757051,0.0,-0.20115638593652793,0.0,-0.13816340237309674,0.0,,,,,,,,,,,,,,,,,
5,6,"5,Express amazement: Whose spurred feet have crossed From left to right the blank page of the road?",1.6,2,0,0,99,17,  express amazement  whose spurred feet have crossed from left to right the blank page of the road ,1.2473918670315405,1.3913043478260871,1.1284383390158301,1.8121246992808073,1.5157669848286333,1.0,1.3671673359452525,2.5019409904767755,-0.049942921553530216,0.0,-0.03890500585757051,0.0,-0.20115638593652793,0.0,-0.13816340237309674,0.0,,,,,,,,,,,,,,,,,
6,7,"6,""Reading from left to right in winter s code: A dot, an arrow pointing back; repeat: Dot, arrow pointing back A pheasant s feet!""",0.9,1,0,1,131,24,   reading from left to right in winter s code  a dot  an arrow pointing back  repeat  dot  arrow pointing back a pheasant s feet  ,0.6474213107417085,0.782608695652174,0.40443538076128493,0.7220184348696966,0.813430232852136,0.5,0.5356108323587612,0.886104100793858,-0.049942921553530216,0.0,-0.03890500585757051,0.0,0.4273783320054609,1.0,0.27661736161938394,0.8333333333333333,,,,,,,,,,,,,,,,,
7,8,"7,""Torquated beauty, sublimated grouse, Finding your China right behind my house.""",1.3,1,3,1,82,11,   torquated beauty  sublimated grouse  finding your china right behind my house  ,0.9902616286216123,1.1304347826086958,1.436160965900879,2.2754520371651044,0.813430232852136,0.5,1.0745374813107103,1.9333180380956902,1.0819280499583748,1.5,1.432371619215312,3.6842105263157894,0.4273783320054609,1.0,0.7668128099741338,1.8181818181818181,,,,,,,,,,,,,,,,,
8,9,"8,""Was he in Sherlock Holmes, the fellow whose Tracks pointed back when he reversed his shoes?""",0.4,0,0,1,95,16,   was he in sherlock holmes  the fellow whose tracks pointed back when he reversed his shoes  ,0.2188709133918287,0.3478260869565218,0.24459057179599572,0.48134562324646446,0.11109348087563896,0.0,0.07959597555326589,0.0,-0.049942921553530216,0.0,-0.03890500585757051,0.0,0.4273783320054609,1.0,0.48400774361562426,1.25,,,,,,,,,,,,,,,,,
9,10,"9,All colors made me happy: even gray.",0.75,1,2,1,38,7,  all colors made me happy  even gray ,0.5188561915367446,0.6521739130434783,1.294999316425039,2.0629098139134188,0.813430232852136,0.5,1.643075484600678,3.038071202721799,0.7046377261210731,1.0,1.5024324108854492,3.8596491228070176,0.4273783320054609,1.0,1.2839420741725511,2.8571428571428568,,,,,,,,,,,,,,,,,
