"","sent_raw","jockers_rinker","jockers","huliu","lmcd","nrc","senticnet","sentiword"
"1","the sun had not yet risen",-0.244948974278318,-0.244948974278318,0,0,-0.408248290463863,-0.01796292478041,0.0510310363079829
"2","the sea was indistinguishable from the sky  except that the sea was slightly creased as if a cloth had wrinkles in it",-0.234520787991171,-0.234520787991171,-0.426401432711221,0,0.469041575982343,0.129327554541313,-0.00533001790889026
"3","gradually as the sky whitened a dark line lay on the horizon dividing the sea from the sky and the grey cloth became barred with thick strokes moving  one after another  beneath the surface  following each other  pursuing each other  perpetually",-0.0702781928498727,-0.0702781928498727,-0.156173761888606,-0.156173761888606,0.468521285665818,-0.134934130271756,-0.126891181534492
"4","as they neared the shore each bar rose  heaped itself  broke and swept a thin veil of white water across the sand",-0.0746202507244636,-0.0746202507244636,-0.21320071635561,0,0,-0.404654959642949,-0.151017174085224
"5","the wave paused  and then drew out again  sighing like a sleeper whose breath comes and goes unconsciously",0.117851130197758,0.117851130197758,0.235702260395516,0,0,-0.12775062513437,0.0294627825494395
"6","gradually the dark bar on the horizon became clear as if the sediment in an old wine bottle had sunk and left the glass green",-0.07,-0.07,-0.2,0,0.2,0.3292,-0.489285714285714
"7","behind it  too  the sky cleared as if the white sediment there had sunk  or as if the arm of a woman couched beneath the horizon had raised a lamp and flat bars of white  green and yellow spread across the sky like the blades of a fan",0.22372322931098,0.22372322931098,0.144337567297406,0,0.721687836487032,0.290407185402382,-0.288073728064407
"8","then she raised her lamp higher and the air seemed to become fibrous and to tear away from the green surface flickering and flaming in red and yellow fibres like the smoky fire that roars from a bonfire",-0.121666065848072,0.0405553552826906,0,0,0.162221421130763,-0.27220754465742,-0.223054454054799
"9","gradually the fibres of the burning bonfire were fused into one haze  one incandescence which lifted the weight of the woollen grey sky on top of it and turned it to a million atoms of soft blue",0.11507929111375,-0.0493196961916072,0,0,0.164398987305357,-0.0353457822706518,-0.333935442964007
"10","the surface of the sea slowly became transparent and lay rippling and sparkling until the dark stripes were almost rubbed out",-0.130930734141595,-0.130930734141595,0,-0.218217890235992,0.218217890235992,-0.356786250535848,-0.0190940653956493
"11","slowly the arm that held the lamp raised it higher and then higher until a broad flame became visible  an arc of fire burnt on the rim of the horizon  and all round it the sea blazed gold",-0.0405553552826906,-0.0405553552826906,0,-0.162221421130763,0.324442842261525,0.163194749657547,0.202776776413453
"12","the light struck upon the trees in the garden  making one leaf transparent and then another",-0.0375,-0.0375,0,0,0.25,0.03575,0.1953125
"13","one bird chirped high up  there was a pause  another chirped lower down",0,0,0,0,-0.277350098112615,-0.600962192590413,0.076271276980969
"14","the sun sharpened the walls of the house  and rested like the tip of a fan upon a white blind and made a blue finger print of shadow under the leaf by the bedroom window",0.126773138209277,0.126773138209277,0,0,0.169030850945703,0.3147354444609,-0.23946037217308
"15","the blind stirred slightly  but all within was dim and unsubstantial",-0.482418151324422,-0.0452267016866645,-0.49749371855331,0,-0.0603022689155527,-0.195786391601571,0.108920973228717
"16","the birds sang their blank melody outside",0,0,0,0,0,0.0309930867867566,-0.236227795630767
"17","i see a ring   said bernard   hanging above me  it quivers and hangs in a loop of light",-0.117851130197758,-0.117851130197758,-0.235702260395516,0,-0.235702260395516,0.283078414735015,0.113431712815342
"18","i see a slab of pale yellow   said susan   ownpreading away until it meets a purple stripe",-0.1455213750218,-0.1455213750218,-0.242535625036333,0,-0.242535625036333,0.237684912535606,-0.148553070334754
"19","i hear a sound   said rhoda   cheep  chirp  cheep chirp  going up and down",0,0,0,0,0.534522483824849,-0.253630918574891,0.033407655239053
"20","i see a globe   said neville   hanging down in a drop against the enormous flanks of some hill",-0.058925565098879,-0.058925565098879,0,-0.424264068711929,-0.235702260395516,-0.337148513269746,0.123743686707646
"21","i see a crimson tassel   said jinny   twisted with gold threads",0.0753778361444409,0.0753778361444409,0,0,0.301511344577764,0.28854635676092,-0.0527644853011086
"22","i hear something stamping   said louis",0,0,0,0,0,0.0130639452948436,0
