"","sent_raw","jockers_rinker","jockers","huliu","lmcd","nrc","senticnet","sentiword"
"1","0,Once upon a time and a very good time it was there was a moocow coming down along the road and this moocow that was coming down along the road met a nicens little boy named baby tuckoo...",0.246576560118759,0.246576560118759,0.291998558035373,0.291998558035373,0.291998558035373,0.695475676671805,0.358914894251812
"2","1,His father told him that story: his father looked at him through a glass: he had a hairy face.",-0.0229415733870562,-0.0229415733870562,0,0,-0.229415733870562,0.101172338636918,-0.229415733870562
"3","2,He was baby tuckoo.",0.3,0.3,0,0,0.5,0.1565,0
"4","3,The moocow came down the road where Betty Byrne lived: she sold lemon platt.",-0.267261241912424,0,-0.267261241912424,0,-0.267261241912424,-0.24026785647927,-0.0751672242878694
"5","4,""O, the wild rose blossoms On the little green place.""",-0.0790569415042095,-0.0790569415042095,-0.316227766016838,0,-0.25298221281347,-0.24678414859954,-0.0737864787372622
"6","5,He sang that song.",0,0,0,0,0,0.018,0
"7","6,That was his song.",0,0,0,0,0,0.018,0
"8","7,""O, the green wothe botheth.""",0,0,0,0,0.447213595499958,0.0116275534829989,-0.195655948031232
"9","8,When you wet the bed first it is warm then it gets cold.",0,0,0,0,-0.277350098112615,0.123975493856339,0.234014145282519
"10","9,His mother put on the oilsheet.",0,0,0,0,0,0.322107901175988,0.0127577590769957
"11","10,That had the queer smell.",-0.223606797749979,-0.223606797749979,-0.894427190999916,0,-0.447213595499958,-0.144449991346486,-0.391311896062463
"12","11,His mother had a nicer smell than his father.",0.25,0.25,0,0,-0.333333333333333,0.241,-0.291666666666667
"13","12,She played on the piano the sailor's hornpipe for him to dance.",0.173205080756888,0.173205080756888,0,0,0.288675134594813,0.0871798906476335,0.0360843918243516
"14","13,He danced:",0,0,0,0,0,0,0
"15","14,""Tralala lala, Tralala tralaladdy, Tralala lala, Tralala lala.""",0,0,0,0,0,0,0
"16","15,Uncle Charles and Dante clapped.",0.111803398874989,0.111803398874989,0,0,0,0,0
"17","16,They were older than his father and mother but uncle Charles was older than Dante.",0,0,0,0,0,1.03958825538011,0
"18","17,Dante had two brushes in her press.",0,0,0,0,0,0.213171962777204,-0.078742598543589
"19","18,The brush with the maroon velvet back was for Michael Davitt and the brush with the green velvet back was for Parnell.",0,0,0,0,0.426401432711221,0.790974657679315,-0.253175850672287
"20","19,Dante gave him a cachou every time he brought her a piece of tissue paper.",0,0,0,0,0,0.159566913863746,0.193649167310371
"21","20,The Vances lived in number seven.",0,0,0,0,0,-0.310268700752536,-0.0510310363079829
"22","21,They had a different father and mother.",0,0,0,0,0,0.0578285643704118,0
"23","22,They were Eileen's father and mother.",0,0,0,0,0,0.0473568016938081,0
"24","23,When they were grown up he was going to marry Eileen.",0.180906806746658,0.180906806746658,0,0,0.301511344577764,-0.419100768963091,-0.0282666885541653
"25","24,He hid under the table.",0,0,0,0,0,0.0129691942694988,-0.0559016994374947
"26","25,His mother said:",0,0,0,0,0,0.0334863156129983,0
"27","26,""O, Stephen will apologize.""",0.4,0.4,0,0,0.5,-0.265,-0.3125
"28","27,Dante said:",0,0,0,0,0,0,0
"29","28,""O, if not, the eagles will come and pull out his eyes.""",0,0,0,0,0.288675134594813,-0.328512303168897,0.0841969142568204
"30","29,""Pull out his eyes, Apologize, Apologize, Pull out his eyes.""",0.505964425626941,0.505964425626941,0,0,1.26491106406735,-1.12577084701994,-0.658807845868412
