,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_stdscaler,jockers_rinker_medianiqr,jockers_rinker_lnorm_stdscaler,jockers_rinker_lnorm_medianiqr,jockers_stdscaler,jockers_medianiqr,jockers_lnorm_stdscaler,jockers_lnorm_medianiqr,huliu_stdscaler,huliu_medianiqr,huliu_lnorm_stdscaler,huliu_lnorm_medianiqr,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,lmcd_stdscaler,lmcd_medianiqr,lmcd_lnorm_stdscaler,lmcd_lnorm_medianiqr,jockers_rinker_stdscaler_roll10,jockers_stdscaler_roll10,huliu_stdscaler_roll10,senticnet_stdscaler_roll10,sentiword_stdscaler_roll10,nrc_stdscaler_roll10,lmcd_stdscaler_roll10,lmcd_stdscaler_roll10_mean,mean_stdscaler_roll10,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100
0,1,"0,Letter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,-0.030824799098095105,0.0,-0.033081653713687126,0.0,-0.03504988966807604,0.0,-0.029729956129838326,0.0,0.08890733645687254,0.0,0.041141583535963096,0.0,-0.22689124629034035,-0.13435456754287203,-0.10360957901231346,-0.14357014711768606,0.09328769155947914,0.0,0.03419647062469608,0.0,-0.08593145704005493,0.0,-0.06424690519563205,0.0,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
1,2,"1,""_To Mrs. Saville, England._""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrs saville england,19,3,-0.030824799098095105,0.0,-0.033081653713687126,0.0,-0.03504988966807604,0.0,-0.029729956129838326,0.0,0.08890733645687254,0.0,0.041141583535963096,0.0,-0.22689124629034035,-0.13435456754287203,-0.10360957901231346,-0.14357014711768606,0.09328769155947914,0.0,0.03419647062469608,0.0,-0.08593145704005493,0.0,-0.06424690519563205,0.0,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
2,3,"2,""St. Petersburgh, Dec. th, .""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,petersburgh december th,23,3,-0.030824799098095105,0.0,-0.033081653713687126,0.0,-0.03504988966807604,0.0,-0.029729956129838326,0.0,0.08890733645687254,0.0,0.041141583535963096,0.0,-0.22689124629034035,-0.13435456754287203,-0.10360957901231346,-0.14357014711768606,0.09328769155947914,0.0,0.03419647062469608,0.0,-0.08593145704005493,0.0,-0.06424690519563205,0.0,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
3,4,"3,You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings.",0.0834057656228299,0.0834057656228299,0.20851441405707502,0.20851441405707502,0.20851441405707502,0.259808959915115,0.0912250561499702,will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings,138,22,0.19800210486790984,0.1930247146544346,0.04526353814542275,0.19590937939592412,0.20078632336194657,0.19928064371277696,0.049657537551245114,0.20186394241707425,0.5845884126325438,0.45151544484229955,0.1914045775210301,0.5047906580427417,0.493296443409156,0.4633432182009693,0.1376982665376976,0.4147612381102428,0.5582933560588371,0.4154882011625056,0.19982638832144303,0.40573659263262307,0.3803369654823323,0.39765465062192396,0.0575159433721395,0.4280832984739094,1.0986246057117852,0.20851441405707502,0.42472769744305905,0.009473621719994321,,,,,,,,,,,,,,,,
4,5,"4,""I arrived here yesterday, and my first task is to assure my dear sister of my welfare and increasing confidence in the success of my undertaking.""",0.500096144602369,0.500096144602369,0.588348405414552,0.392232270276368,0.784464540552736,0.616393012739312,0.408575281537883,arrived here yesterday and my first task is to assure my dear sister of my welfare and increasing confidence in the success of my undertaking,141,25,1.3412080765688625,1.157365020161539,0.3803237341030068,1.033758307870969,1.3790103975700814,1.1948752088112142,0.389175363191394,1.0651788504291433,1.4875308900415125,1.2740049324374054,0.41426876491675013,1.2534763911436442,1.4817436673657354,1.2836748144408425,0.40021734926955804,1.0221705943056993,2.175937221280789,1.8608726147185248,0.6870309539139957,1.5992209770208794,1.6682448453624918,1.4960403299188698,0.3388954101815728,1.4173329069665126,1.9491327848064681,0.392232270276368,0.6548871663579513,0.015683017604013114,,,,,,,,,,,,,,,,
5,6,"5,""I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.""",0.0338061701891407,0.0338061701891407,0.16903085094570303,0.16903085094570303,0.0,0.46060906882704206,-0.0581043550125855,am already far north of london and as i walk in the streets of petersburgh i feel a cold northern breeze play upon my cheeks which braces my nerves and fills me with delight,173,34,0.0619237201626822,0.0782371135327363,-0.012530999151016322,0.05138880748154947,0.060539654950564646,0.08077277759454575,-0.008905896343628832,0.05295074338106671,0.49072797069236296,0.3660180530058274,0.1199722765156424,0.26482233800780147,1.0499122220795158,0.9252894902348257,0.17325233243790902,0.49702524746851295,-0.20289030331635902,-0.26463863068715304,-0.03407617649658742,-0.16724461134923985,-0.08593145704005493,0.0,-0.06424690519563205,0.0,0.9158383809153275,0.16903085094570303,0.2577962577810001,0.004970033841390857,,,,,,,,,,,,,,,,
6,7,"6,Do you understand this feeling?",0.559016994374947,0.111803398874989,0.4472135954999579,0.0,0.0,-0.255806176625976,0.111803398874989,you understand this feeling,27,4,1.5028596786112833,1.2937246606446617,2.8490708428493767,7.2070881891704435,0.2810828140804669,0.26713085277387105,0.5543693553385347,1.4852287723022017,1.1520248062982286,0.9683927436134784,1.8100551946080363,5.942454905713997,-0.9359832630372387,-0.7228438382704779,-1.4076889184701125,-3.160912672334898,0.6631882866512806,0.5092130938900875,1.1483763801073184,2.729359323119933,-0.08593145704005493,0.0,-0.06424690519563205,0.0,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
7,8,"7,""This breeze, which has travelled from the regions towards which I am advancing, gives me a foretaste of those icy climes.""",0.0218217890235992,0.0218217890235992,0.218217890235992,0.218217890235992,0.0,-0.0366606055596467,0.027277236279499,breeze which has travelled from the regions towards which i am advancing gives me a foretaste of those icy climes,113,20,0.029044112648969455,0.05050183962793762,-0.010535130465520813,0.05637966124363287,0.02665289606184815,0.052138603741765065,-0.006883474687645319,0.058093291530357624,0.6076555446423914,0.47252727456761107,0.21411495978684753,0.5810834863987603,-0.32851405725733984,-0.2186933169616307,-0.14106286321858794,-0.23022851499860378,0.23232919964035492,0.1242352738684215,0.08867156185804134,0.13344532321048713,-0.08593145704005493,0.0,-0.06424690519563205,0.0,1.1435461284513515,0.218217890235992,0.47780000161848596,0.010905441790904148,,,,,,,,,,,,,,,,
8,9,"8,""Inspirited by this wind of promise, my daydreams become more fervent and vivid.""",1.0067808561487899,1.0067808561487899,1.2758104513180302,0.0,0.7765802747153209,0.0031063210988613,0.10053941056582302,by this wind of promise my daydreams become more fervent and vivid,66,12,2.731316937320567,2.3299778621596197,1.7000368503987253,4.333822695473743,2.811700364252782,2.405492421211159,1.7264458988124889,4.465546967390996,3.1217676802621184,2.76262974944091,1.7260610449790745,5.660286549164693,-0.21828055705012078,-0.1272083888921997,-0.09832219687445112,-0.1313363493042194,0.6057718422041984,0.4579108043875516,0.36872873994528615,0.8194895280229981,1.6506144853157643,1.4810043670998703,0.7668317109439324,2.921834364692442,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
9,10,"9,I try in vain to be persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the region of beauty and delight.",-0.0449013255066937,-0.0449013255066937,-0.179605302026775,0.179605302026775,0.179605302026775,0.27964545525568896,-0.31430927854685603,try in vain to be persuaded that the pole is the seat of frost and desolation it ever presents itself to my imagination as the region of beauty and delight,155,30,-0.15401330079148579,-0.10391446537076185,-0.0640151838112447,-0.07735214555139255,-0.16201183874259512,-0.10728233214709088,-0.06107502488108558,-0.07970322351880368,-0.338050913878376,-0.3889158848196341,-0.053785285346458545,-0.3188955266914004,0.5482829987447777,0.5089776310628381,0.08688346891350103,0.2971873719024218,-1.5088554157982281,-1.4315342983996704,-0.38434249397940073,-1.02527717059771,0.31569200497038735,0.34252252512266546,0.012675333967868779,0.27043655970961017,0.9647920173171868,0.179605302026775,0.29541170315627724,0.005984848451408697,,,,,,,,,,,,,,,,
10,11,"10,""There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour.""",0.10062305898749101,0.10062305898749101,0.0,0.0,0.4472135954999579,0.38348565814121394,0.20264366046091797,margaret the sun is for ever visible its broad disk just skirting the horizon and diffusing a perpetual splendour,113,19,0.24523840688959453,0.2328704389160404,0.07635220594013879,0.2736494610701343,0.24946954370561522,0.24041776749648613,0.08115980794640454,0.28196689317405016,0.08890733645687254,0.0,0.041141583535963096,0.0,0.8361269431510324,0.7478649248503483,0.308776854947371,0.810598120379433,1.1262325201633716,0.9229487326757856,0.46018273336054033,1.0435205013335667,0.9141028986052743,0.8528742095653511,0.23811818028239243,1.0630290327245027,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
11,12,"11,""Therefor with your leave, my sister, I will put some trust in preceding navigatorsthere snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.""",0.24327922765557997,0.0958372715006831,0.442325868464691,0.147441956154897,0.294883912309794,0.12399868512626801,0.17508732293394,with your leave my sister i will put some trust in preceding navigatorsthere snow and frost are banished and sailing over a calm sea we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe,251,45,0.6366210548900796,0.5630174742585892,0.07866443551826384,0.27943140442775605,0.2359373617416107,0.2289831286088529,0.014876886937894775,0.11342483284086785,1.1404056872658586,0.9578088985753498,0.197014020150131,0.5236349134438968,0.11683179773415822,0.15090787898450211,-0.04729181191481435,-0.013263663112491173,0.9857683364873917,0.7974422809078776,0.1896463462046735,0.38079897472667756,0.5734716697974125,0.5623686000502583,0.01995866616958225,0.29604266953263536,0.8158941948952269,0.147441956154897,0.19499575637890673,0.003275759967893735,,,,,,,,,,,,,,,,
12,13,"12,""Its productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes.""",0.16366341767699402,0.16366341767699402,0.218217890235992,0.0,0.218217890235992,0.143150935994811,0.0818317088384971,productions and features may be without example as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes,135,20,0.41819203900488916,0.3787637972095322,0.13601727064756028,0.4228474593272466,0.42772100330635543,0.39103952806323805,0.14161865468660925,0.43569968647768226,0.6076555446423914,0.47252727456761107,0.21411495978684753,0.5810834863987603,0.16992163462841958,0.19496816828275712,0.04263657836456786,0.19481014651256431,0.5104122158021069,0.37270582160526494,0.197621744324732,0.4003359696314618,0.40203534327260226,0.41616000166537365,0.07591888320058282,0.49278276367237767,0.13332260260657988,0.0,0.07357538174253817,0.0,,,,,,,,,,,,,,,,
